bleedsort3 32.44 bleedsort4 32.485 Arrays.sort 34.385000000000005 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 1.0 n 1 ]: 0.9434346371964517 0.9447433473898501
bleedsort3 32.245 bleedsort4 32.03 Arrays.sort 33.935 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 1.5 n 1 ]: 0.950198909680271 0.9438632680123765
bleedsort3 33.1 bleedsort4 32.975 Arrays.sort 36.839999999999996 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 1.75 n 1 ]: 0.8984799131378938 0.8950868621064062
bleedsort3 26.555 bleedsort4 26.419999999999998 Arrays.sort 36.495 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 2.0 n 1 ]: 0.7276339224551309 0.7239347855870667
bleedsort3 26.71 bleedsort4 27.115 Arrays.sort 34.585 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 2.25 n 1 ]: 0.7723001301142114 0.784010409136909
bleedsort3 26.839999999999996 bleedsort4 26.49 Arrays.sort 33.785000000000004 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 2.5 n 1 ]: 0.7944354003255881 0.784075773272162
bleedsort3 31.68 bleedsort4 31.014999999999997 Arrays.sort 33.205 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 3.0 n 1 ]: 0.9540731817497365 0.9340460773979822
bleedsort3 32.33 bleedsort4 31.889999999999997 Arrays.sort 35.205 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 3.5 n 1 ]: 0.9183354637125408 0.9058372390285471
bleedsort3 32.75 bleedsort4 33.105000000000004 Arrays.sort 33.86 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 4.0 n 1 ]: 0.9672179562906084 0.9777023036030716
bleedsort3 32.19 bleedsort4 33.25 Arrays.sort 33.38 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 4.25 n 1 ]: 0.9643499101258237 0.9961054523666866
bleedsort3 36.93 bleedsort4 37.12 Arrays.sort 36.905 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 4.5 n 1 ]: 1.0006774149844193 1.0058257688660073
bleedsort3 32.6 bleedsort4 33.135000000000005 Arrays.sort 33.875 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 4.75 n 1 ]: 0.9623616236162362 0.9781549815498156
bleedsort3 30.264999999999997 bleedsort4 30.525 Arrays.sort 33.989999999999995 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 5.0 n 1 ]: 0.8904089438070021 0.8980582524271845
bleedsort3 30.005000000000003 bleedsort4 29.46 Arrays.sort 34.38 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 6.0 n 1 ]: 0.8727457824316464 0.856893542757417
bleedsort3 30.78 bleedsort4 30.275 Arrays.sort 33.29 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 7.0 n 1 ]: 0.9246019825773506 0.9094322619405226
bleedsort3 31.080000000000002 bleedsort4 31.155 Arrays.sort 36.195 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 8.0 n 1 ]: 0.8586821384169084 0.8607542478242851
bleedsort3 32.485 bleedsort4 32.230000000000004 Arrays.sort 32.855000000000004 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 9.0 n 1 ]: 0.9887383959823466 0.9809770202404504
bleedsort3 32.72 bleedsort4 31.785000000000004 Arrays.sort 35.485 [ skewed 500000 simil. 0.0 compr. 1.0 mix. 0.1 p 0.7 exp 10.0 n 1 ]: 0.9220797520078906 0.8957305903903059
